section	verse	gospel_refs	text
LI	53	Luke xxiii. 45	hour, and the sun became dark. And at the ninth hour Jesus cried out with a loud voice, and said, Yail, Yaili, why hast thou forsaken me? which is, My
LI	54	Matt. xxvii. 47	God, my God, why hast thou forsaken me? And some of those that stood there, when they heard, said, This man called Elijah. Footnotes[edit]
LII	1	John xix. 28	And after that, Jesus knew that all things were finished; and that the scripture
LII	2	John xix. 29	might be accomplished, he said, I thirst. And there was set a vessel full of vinegar: and in that hour one of them hasted, and took a sponge, and filled it with that
LII	3	Mark xv. 36	vinegar, and fastened it on a reed, and brought it near his mouth to give him a
LII	4	John xix. 30	drink. And when Jesus had taken that vinegar, he said, Everything is finished.
LII	5	Matt. xxvii. 49	But the rest said, Let be, that we may see whether Elijah cometh to save him.
LII	6, 7	Luke xxiii. 46; John xix. 30	And Jesus said, My Father, forgive them; for they know not what they do. And Jesus cried again with a loud voice, and said, My Father, into thy hands I commend my spirit. He said that, and bowed his head, and gave up his spirit.
LII	8	Matt. xxvii. 51	And immediately the face of the door of the temple was rent into two parts from
LII	9	Matt. xxvii. 52	top to bottom; and the earth was shaken; and the stones were split to pieces; and the tombs were opened; and the bodies of many saints which slept, arose and
LII	10	Matt. xxvii. 53	came forth; and after his resurrection they entered into the holy city and
LII	11	Matt. xxvii. 54	appeared unto many. And the officer of the footsoldiers, and they that were with him who were guarding Jesus, when they saw the earthquake, and the things which came
LII	12	Luke xxiii. 47	to pass, feared greatly, and praised God, and said, This man was righteous; and,
LII	13	Luke xxiii. 48	Truly he was the Son of God. And all the multitudes that were come together to the sight, when they saw what came to pass, returned and smote upon their breasts.
LII	14	John xix. 31	And the Jews, because of the Friday, said, Let these bodies not remain on their crosses, because it is the morning of the sabbath (for that sabbath was a great day); and they asked of Pilate that they might break the legs of those that were
LII	15	John xix. 32	crucified, and take them down. And the soldiers came, and brake the legs of the
LII	16	John xix. 33	first, and that other which was crucified with him: but when they came to Jesus,
LII	17	John xix. 34	they saw that he had died before, so they brake not his legs: but one of the soldiers pierced him in his side with a spear, and immediately there came forth blood and
LII	18	John xix. 35	water. And he that hath seen hath borne witness, and his witness is true: and he
LII	19	John xix. 36	knoweth that he hath said the truth, that ye also may believe. This he did, that
LII	20	John xix. 37	the scripture might be fulfilled, which saith, A bone shall not be broken in him; and the scripture also which saith, Let them look upon him whom they pierced.
LII	21	Luke xxiii. 49	And there were in the distance all the acquaintance of Jesus standing, and the women that came with him from Galilee, those that followed him and ministered.
LII	22	Matt. xxvii. 56	One of them was Mary Magdalene; and Mary the mother of James the little and
LII	23	Matt. xxvii. 56; Luke xxiii. 49	Joses, and the mother of the sons of Zebedee, and Salome, and many others which came up with him unto Jerusalem; and they saw that.
LII	24	Mark xv. 42	And when the evening of the Friday was come, because of the entering of the
LII	25	Luke xxiii. 50; Matt. xxvii. 57; Luke xxiii. 51; John xix. 38	sabbath, there came a rich man, a noble of Ramah, a city of Judah, named Joseph, and he was a good man and upright; and he was a disciple of Jesus, but
LII	26	Luke xxiii. 51	was concealing himself for fear of the Jews. And he did not agree with the accusers
LII	27	Luke xxiii. 51; Mark xv. 43	in their desire and their deeds: and he was looking for the kingdom of God. And this man went boldly, and entered in unto Pilate, and asked of him the body of
LII	28	Mark xv. 44	Jesus. And Pilate wondered how he had died already: and he called the officer of
LII	29	Mark xv. 45	the footsoldiers, and asked him concerning his death before the time. And when
LII	30	Matt. xxvii. 58	he knew, he commanded him to deliver up his body unto Joseph. And Joseph bought for him a winding cloth of pure linen, and took down the body of Jesus,
LII	31	John xix. 38	and wound it in it; and they came and took it. And there came unto him Nicodemus also, who of old came unto Jesus by night; and he brought with him perfume
LII	32	John xix. 40	of myrrh and aloes, about a hundred pounds. And they took the body of Jesus, and wound it in the linen and the perfume, as was the custom of the Jews to bury.
LII	33	John xix. 41	And there was in the place where Jesus was crucified a garden; and in that garden
LII	34	Mark xv. 46; John xix. 42	a new tomb cut out in a rock, wherein was never man yet laid. And they left
LII	35	Matt. xxvii. 60	Jesus there because the sabbath had come in, and because the tomb was near. And they pushed a great stone, and thrust it against the door of the sepulchre, and
LII	36	Mark xv. 47	went away. And Mary Magdalene and Mary that was related to Joses came to
LII	37	Luke xxiii. 55; Matt. xxvii. 61	the sepulchre after them, and sat opposite the sepulchre, and saw the
LII	38	Luke xxiii. 56; Luke xxiii. 56	body, how they took it in and laid it there. And they returned, and bought ointment and perfume, and prepared it, that they might come and anoint him.
LII	39	Luke xxiii. 56	And on the day which was the sabbath day they desisted according to the command.
LII	40, 41	Matt. xxvii. 62; Matt. xxvii. 63	And the chief priests and the Pharisees gathered unto Pilate, and said unto him, Our lord, we remember that that misleader said, while he was alive, After three days
LII	42	Matt. xxvii. 64	I rise. And now send beforehand and guard the tomb until the third day, lest his disciples come and steal him by night, and they will say unto the people that he
LII	43	Matt. xxvii. 65	is risen from the dead: and the last error shall be worse than the first. He said unto them, And have ye not guards? go, and take precautions as ye know how.
LII	44	Matt. xxvii. 66	And they went, and set guards at the tomb, and sealed that stone, with the guards.
LII	45	Matt. xxviii. 1	And in the evening of the sabbath, which is the morning of the first day, and in
LII	46	Matt. xxviii. 1	the dawning while the darkness yet remained, came Mary Magdalene and the other Mary and other women to see the tomb. They brought with them the
LII	47	Mark xvi. 3	perfume which they had prepared, and said among themselves, Who is it that will
LII	48	Mark xvi. 4	remove for us the stone from the door of the tomb? for it was very great. And when they said thus, there occurred a great earthquake; and an angel came down
LII	49	Luke xxiv. 2	from heaven, and came and removed the stone from the door. And they came and found the stone removed from the sepulchre, and the angel sitting upon the
LII	50	Matt. xxviii. 3	stone. And his appearance was as the lightning, and his raiment white as the
LII	51	Matt. xxviii. 4	snow: and for fear of him the guards were troubled, and became as dead men.
LII	52	Luke xxiv. 3	And when he went away, the women entered into the sepulchre; and they found
LII	53	Mark xvi. 5	not the body of Jesus. And they saw there a young man sitting on the
LII	54	Matt. xxviii. 5	right, arrayed in a white garment; and they were amazed. And the angel answered and said unto the women, Fear ye not: for I know that ye seek Jesus the
LII	55	Matt. xxviii. 6	Nazarene, who hath been crucified. He is not here; but he is risen, as he said. Come and see the place where our Lord lay. Footnotes[edit]
LIII	1	Luke xxiv. 4	And while they marvelled at that, behold, two men standing above them, their
LIII	2	Luke xxiv. 5	raiment shining: and they were seized with fright, and bowed down their face to
LIII	3	Luke xxiv. 6	the earth: and they said unto them, Why seek ye the living one with the dead? He is not here; he is risen: remember what he was speaking unto you while he was in
LIII	4	Luke xxiv. 7	Galilee, and saying, The Son of man is to be delivered up into the hands of sinners,
LIII	5	Matt. xxviii. 7	and to be crucified, and on the third day to rise. But go in haste, and say to his disciples and to Cephas, He is risen from among the dead; and lo, he goeth before
LIII	6	Mark xvi. 7	you into Galilee; and there ye shall see him, where he said unto you: lo, I have
LIII	7	Luke xxiv. 8	told you. And they remembered his sayings; and they departed in haste from the
LIII	8	Mark xvi. 8	tomb with joy and great fear, and hastened and went; and perplexity and fear
LIII	9	John xx. 2	encompassed them; and they told no man anything, for they were afraid. And Mary hastened, and came to Simon Cephas, and to that other disciple whom Jesus loved, and said unto them, They have taken our Lord from the sepulchre, and I
LIII	10	John xx. 3	know not where they have laid him. And Simon went out, and that other disciple,
LIII	11	John xx. 4	and came to the sepulchre. And they hastened both together: and that disciple
LIII	12	John xx. 5	outran Simon, and came first to the sepulchre; and he looked down, and saw the
LIII	13	John xx. 6	linen laid; but he went not in. And Simon came after him, and entered into the
LIII	14	John xx. 7	sepulchre, and saw the linen laid; and the scarf with which his head was bound was not with the linen, but wrapped and laid aside in a certain place.
LIII	15	John xx. 8	Then entered that disciple which came first to the sepulchre, and saw, and believed.
LIII	16	John xx. 9	And they knew not yet from the scriptures that the Messiah was to rise from among
